login,email,role,teacherId,studentId,password
s38,s38@g.nsu.ru,STUDENT,,DCS0116,student123
s39,s39@g.nsu.ru,STUDENT,,DCS0117,student123
s3a,s3a@g.nsu.ru,STUDENT,,DCS0118,student123
s3b,s3b@g.nsu.ru,STUDENT,,DCS0119,student123
s3c,s3c@g.nsu.ru,STUDENT,,DCS0120,student123
s3d,s3d@g.nsu.ru,STUDENT,,DCS0121,student123
s3e,s3e@g.nsu.ru,STUDENT,,DCS0122,student123
s3f,s3f@g.nsu.ru,STUDENT,,DCS0123,student123
s3g,s3g@g.nsu.ru,STUDENT,,DCS0124,student123
s3h,s3h@g.nsu.ru,STUDENT,,DCS0125,student123
s3i,s3i@g.nsu.ru,STUDENT,,DCS0126,student123
s3j,s3j@g.nsu.ru,STUDENT,,DCS0127,student123
s3k,s3k@g.nsu.ru,STUDENT,,DCS0128,student123
s3l,s3l@g.nsu.ru,STUDENT,,DCS0129,student123
s3m,s3m@g.nsu.ru,STUDENT,,DCS0130,student123
s3n,s3n@g.nsu.ru,STUDENT,,DCS0131,student123
s3o,s3o@g.nsu.ru,STUDENT,,DCS0132,student123
s3p,s3p@g.nsu.ru,STUDENT,,DCS0133,student123
s3q,s3q@g.nsu.ru,STUDENT,,DCS0134,student123
s3r,s3r@g.nsu.ru,STUDENT,,DCS0135,student123
s3s,s3s@g.nsu.ru,STUDENT,,DCS0136,student123
s3t,s3t@g.nsu.ru,STUDENT,,DCS0137,student123
s3u,s3u@g.nsu.ru,STUDENT,,DCS0138,student123
s3v,s3v@g.nsu.ru,STUDENT,,DCS0139,student123
s3w,s3w@g.nsu.ru,STUDENT,,DCS0140,student123
s3x,s3x@g.nsu.ru,STUDENT,,DCS0141,student123
s3y,s3y@g.nsu.ru,STUDENT,,DCS0142,student123
s3z,s3z@g.nsu.ru,STUDENT,,DCS0143,student123
s40,s40@g.nsu.ru,STUDENT,,DCS0144,student123
s41,s41@g.nsu.ru,STUDENT,,DCS0145,student123
s42,s42@g.nsu.ru,STUDENT,,DCS0146,student123
s43,s43@g.nsu.ru,STUDENT,,DCS0147,student123
s44,s44@g.nsu.ru,STUDENT,,DCS0148,student123
s45,s45@g.nsu.ru,STUDENT,,DCS0149,student123
s46,s46@g.nsu.ru,STUDENT,,DCS0150,student123
s47,s47@g.nsu.ru,STUDENT,,DCS0151,student123
s48,s48@g.nsu.ru,STUDENT,,DCS0152,student123
s49,s49@g.nsu.ru,STUDENT,,DCS0153,student123
s4a,s4a@g.nsu.ru,STUDENT,,DCS0154,student123
s4b,s4b@g.nsu.ru,STUDENT,,DCS0155,student123
s4c,s4c@g.nsu.ru,STUDENT,,DCS0156,student123
s4d,s4d@g.nsu.ru,STUDENT,,DCS0157,student123
s4e,s4e@g.nsu.ru,STUDENT,,DCS0158,student123
s4f,s4f@g.nsu.ru,STUDENT,,DCS0159,student123
s4g,s4g@g.nsu.ru,STUDENT,,DCS0160,student123
s4h,s4h@g.nsu.ru,STUDENT,,DCS0161,student123
s4i,s4i@g.nsu.ru,STUDENT,,DCS0162,student123
s4j,s4j@g.nsu.ru,STUDENT,,DCS0163,student123
s4k,s4k@g.nsu.ru,STUDENT,,DCS0164,student123
s4l,s4l@g.nsu.ru,STUDENT,,DCS0165,student123
s4m,s4m@g.nsu.ru,STUDENT,,DCS0166,student123
s4n,s4n@g.nsu.ru,STUDENT,,DCS0167,student123
s4o,s4o@g.nsu.ru,STUDENT,,DCS0168,student123
s4p,s4p@g.nsu.ru,STUDENT,,DCS0169,student123
s4q,s4q@g.nsu.ru,STUDENT,,DCS0170,student123
s4r,s4r@g.nsu.ru,STUDENT,,DCS0171,student123
s4s,s4s@g.nsu.ru,STUDENT,,DCS0172,student123
s4t,s4t@g.nsu.ru,STUDENT,,DCS0173,student123
s4u,s4u@g.nsu.ru,STUDENT,,DCS0174,student123
s4v,s4v@g.nsu.ru,STUDENT,,DCS0175,student123
s4w,s4w@g.nsu.ru,STUDENT,,DCS0176,student123
s4x,s4x@g.nsu.ru,STUDENT,,DCS0177,student123
s4y,s4y@g.nsu.ru,STUDENT,,DCS0178,student123
s4z,s4z@g.nsu.ru,STUDENT,,DCS0179,student123
s50,s50@g.nsu.ru,STUDENT,,DCS0180,student123
s51,s51@g.nsu.ru,STUDENT,,DCS0181,student123
s52,s52@g.nsu.ru,STUDENT,,DCS0182,student123
s53,s53@g.nsu.ru,STUDENT,,DCS0183,student123
s54,s54@g.nsu.ru,STUDENT,,DCS0184,student123
s55,s55@g.nsu.ru,STUDENT,,DCS0185,student123
s56,s56@g.nsu.ru,STUDENT,,DCS0186,student123
s57,s57@g.nsu.ru,STUDENT,,DCS0187,student123
s58,s58@g.nsu.ru,STUDENT,,DCS0188,student123
s59,s59@g.nsu.ru,STUDENT,,DCS0189,student123
s5a,s5a@g.nsu.ru,STUDENT,,DCS0190,student123
s5b,s5b@g.nsu.ru,STUDENT,,DCS0191,student123
s5c,s5c@g.nsu.ru,STUDENT,,DCS0192,student123
s5d,s5d@g.nsu.ru,STUDENT,,DCS0193,student123
s5e,s5e@g.nsu.ru,STUDENT,,DCS0194,student123
s5f,s5f@g.nsu.ru,STUDENT,,DCS0195,student123
s5g,s5g@g.nsu.ru,STUDENT,,DCS0196,student123
s5h,s5h@g.nsu.ru,STUDENT,,DCS0197,student123
s5i,s5i@g.nsu.ru,STUDENT,,DCS0198,student123
s5j,s5j@g.nsu.ru,STUDENT,,DCS0199,student123
s5k,s5k@g.nsu.ru,STUDENT,,DCS0200,student123
s5l,s5l@g.nsu.ru,STUDENT,,DCS0201,student123
s5m,s5m@g.nsu.ru,STUDENT,,DCS0202,student123
s5n,s5n@g.nsu.ru,STUDENT,,DCS0203,student123
s5o,s5o@g.nsu.ru,STUDENT,,DCS0204,student123
s5p,s5p@g.nsu.ru,STUDENT,,DCS0205,student123
s5q,s5q@g.nsu.ru,STUDENT,,DCS0206,student123
s5r,s5r@g.nsu.ru,STUDENT,,DCS0207,student123
s5s,s5s@g.nsu.ru,STUDENT,,DCS0208,student123
s5t,s5t@g.nsu.ru,STUDENT,,DCS0209,student123
s5u,s5u@g.nsu.ru,STUDENT,,DCS0210,student123
s5v,s5v@g.nsu.ru,STUDENT,,DCS0211,student123
s5w,s5w@g.nsu.ru,STUDENT,,DCS0212,student123
s5x,s5x@g.nsu.ru,STUDENT,,DCS0213,student123
s5y,s5y@g.nsu.ru,STUDENT,,DCS0214,student123
s5z,s5z@g.nsu.ru,STUDENT,,DCS0215,student123
s60,s60@g.nsu.ru,STUDENT,,DCS0216,student123
s61,s61@g.nsu.ru,STUDENT,,DCS0217,student123
s62,s62@g.nsu.ru,STUDENT,,DCS0218,student123
s63,s63@g.nsu.ru,STUDENT,,DCS0219,student123
s64,s64@g.nsu.ru,STUDENT,,DCS0220,student123
s65,s65@g.nsu.ru,STUDENT,,DCS0221,student123
s66,s66@g.nsu.ru,STUDENT,,DCS0222,student123
s67,s67@g.nsu.ru,STUDENT,,DCS0223,student123
s68,s68@g.nsu.ru,STUDENT,,DCS0224,student123
s69,s69@g.nsu.ru,STUDENT,,DCS0225,student123
s6a,s6a@g.nsu.ru,STUDENT,,DCS0226,student123
s6b,s6b@g.nsu.ru,STUDENT,,DCS0227,student123
s6c,s6c@g.nsu.ru,STUDENT,,DCS0228,student123
s6d,s6d@g.nsu.ru,STUDENT,,DCS0229,student123
s6e,s6e@g.nsu.ru,STUDENT,,DCS0230,student123
s6f,s6f@g.nsu.ru,STUDENT,,DCS0231,student123
s6g,s6g@g.nsu.ru,STUDENT,,DCS0232,student123
s6h,s6h@g.nsu.ru,STUDENT,,DCS0233,student123
s6i,s6i@g.nsu.ru,STUDENT,,DCS0234,student123
s6j,s6j@g.nsu.ru,STUDENT,,DCS0235,student123
s6k,s6k@g.nsu.ru,STUDENT,,DCS0236,student123
s6l,s6l@g.nsu.ru,STUDENT,,DCS0237,student123
s6m,s6m@g.nsu.ru,STUDENT,,DCS0238,student123
s6n,s6n@g.nsu.ru,STUDENT,,DCS0239,student123
s6o,s6o@g.nsu.ru,STUDENT,,DCS0240,student123
s6p,s6p@g.nsu.ru,STUDENT,,DCS0241,student123
s6q,s6q@g.nsu.ru,STUDENT,,DCS0242,student123
s6r,s6r@g.nsu.ru,STUDENT,,DCS0243,student123
s6s,s6s@g.nsu.ru,STUDENT,,DCS0244,student123
s6t,s6t@g.nsu.ru,STUDENT,,DCS0245,student123
s6u,s6u@g.nsu.ru,STUDENT,,DCS0246,student123
s6v,s6v@g.nsu.ru,STUDENT,,DCS0247,student123
s6w,s6w@g.nsu.ru,STUDENT,,DCS0248,student123
s6x,s6x@g.nsu.ru,STUDENT,,DCS0249,student123
s6y,s6y@g.nsu.ru,STUDENT,,DCS0250,student123
s6z,s6z@g.nsu.ru,STUDENT,,DCS0251,student123
s70,s70@g.nsu.ru,STUDENT,,DCS0252,student123
s71,s71@g.nsu.ru,STUDENT,,DCS0253,student123
s72,s72@g.nsu.ru,STUDENT,,DCS0254,student123
s73,s73@g.nsu.ru,STUDENT,,DCS0255,student123
s74,s74@g.nsu.ru,STUDENT,,DCS0256,student123
s75,s75@g.nsu.ru,STUDENT,,DCS0257,student123
s76,s76@g.nsu.ru,STUDENT,,DCS0258,student123
s77,s77@g.nsu.ru,STUDENT,,DCS0259,student123
s78,s78@g.nsu.ru,STUDENT,,DCS0260,student123
s79,s79@g.nsu.ru,STUDENT,,DCS0261,student123
s7a,s7a@g.nsu.ru,STUDENT,,DCS0262,student123
s7b,s7b@g.nsu.ru,STUDENT,,DCS0263,student123
s7c,s7c@g.nsu.ru,STUDENT,,DCS0264,student123
s7d,s7d@g.nsu.ru,STUDENT,,DCS0265,student123
s7e,s7e@g.nsu.ru,STUDENT,,DCS0266,student123
s7f,s7f@g.nsu.ru,STUDENT,,DCS0267,student123
s7g,s7g@g.nsu.ru,STUDENT,,DCS0268,student123
s7h,s7h@g.nsu.ru,STUDENT,,DCS0269,student123
s7i,s7i@g.nsu.ru,STUDENT,,DCS0270,student123
s7j,s7j@g.nsu.ru,STUDENT,,DCS0271,student123
s7k,s7k@g.nsu.ru,STUDENT,,DCS0272,student123
s7l,s7l@g.nsu.ru,STUDENT,,DCS0273,student123
s7m,s7m@g.nsu.ru,STUDENT,,DCS0274,student123
s7n,s7n@g.nsu.ru,STUDENT,,DCS0275,student123
s7o,s7o@g.nsu.ru,STUDENT,,DCS0276,student123
s7p,s7p@g.nsu.ru,STUDENT,,DCS0277,student123
s7q,s7q@g.nsu.ru,STUDENT,,DCS0278,student123
s7r,s7r@g.nsu.ru,STUDENT,,DCS0279,student123
s7s,s7s@g.nsu.ru,STUDENT,,DCS0280,student123
s7t,s7t@g.nsu.ru,STUDENT,,DCS0281,student123
s7u,s7u@g.nsu.ru,STUDENT,,DCS0282,student123
s7v,s7v@g.nsu.ru,STUDENT,,DCS0283,student123
s7w,s7w@g.nsu.ru,STUDENT,,DCS0284,student123
s7x,s7x@g.nsu.ru,STUDENT,,DCS0285,student123
s7y,s7y@g.nsu.ru,STUDENT,,DCS0286,student123
s7z,s7z@g.nsu.ru,STUDENT,,DCS0287,student123
s80,s80@g.nsu.ru,STUDENT,,DCS0288,student123
s81,s81@g.nsu.ru,STUDENT,,DCS0289,student123
s82,s82@g.nsu.ru,STUDENT,,DCS0290,student123
s83,s83@g.nsu.ru,STUDENT,,DCS0291,student123
s84,s84@g.nsu.ru,STUDENT,,DCS0292,student123
s85,s85@g.nsu.ru,STUDENT,,DCS0293,student123
s86,s86@g.nsu.ru,STUDENT,,DCS0294,student123
s87,s87@g.nsu.ru,STUDENT,,DCS0295,student123
s88,s88@g.nsu.ru,STUDENT,,DCS0296,student123
s89,s89@g.nsu.ru,STUDENT,,DCS0297,student123
s8a,s8a@g.nsu.ru,STUDENT,,DCS0298,student123
s8b,s8b@g.nsu.ru,STUDENT,,DCS0299,student123
s8c,s8c@g.nsu.ru,STUDENT,,DCS0300,student123
s8d,s8d@g.nsu.ru,STUDENT,,DCS0301,student123
s8e,s8e@g.nsu.ru,STUDENT,,DCS0302,student123
s8f,s8f@g.nsu.ru,STUDENT,,DCS0303,student123
s8g,s8g@g.nsu.ru,STUDENT,,DCS0304,student123
s8h,s8h@g.nsu.ru,STUDENT,,DCS0305,student123
s8i,s8i@g.nsu.ru,STUDENT,,DCS0306,student123
s8j,s8j@g.nsu.ru,STUDENT,,DCS0307,student123
s8k,s8k@g.nsu.ru,STUDENT,,DCS0308,student123
s8l,s8l@g.nsu.ru,STUDENT,,DCS0309,student123
s8m,s8m@g.nsu.ru,STUDENT,,DCS0310,student123
s8n,s8n@g.nsu.ru,STUDENT,,DCS0311,student123
s8o,s8o@g.nsu.ru,STUDENT,,DCS0312,student123
s8p,s8p@g.nsu.ru,STUDENT,,DCS0313,student123
s8q,s8q@g.nsu.ru,STUDENT,,DCS0314,student123
s8r,s8r@g.nsu.ru,STUDENT,,DCS0315,student123
s8s,s8s@g.nsu.ru,STUDENT,,DCS0316,student123
s8t,s8t@g.nsu.ru,STUDENT,,DCS0317,student123
s8u,s8u@g.nsu.ru,STUDENT,,DCS0318,student123
s8v,s8v@g.nsu.ru,STUDENT,,DCS0319,student123
s8w,s8w@g.nsu.ru,STUDENT,,DCS0320,student123
s8x,s8x@g.nsu.ru,STUDENT,,DCS0321,student123
s8y,s8y@g.nsu.ru,STUDENT,,DCS0322,student123
s8z,s8z@g.nsu.ru,STUDENT,,DCS0323,student123
s90,s90@g.nsu.ru,STUDENT,,DCS0324,student123
s91,s91@g.nsu.ru,STUDENT,,DCS0325,student123
s92,s92@g.nsu.ru,STUDENT,,DCS0326,student123
s93,s93@g.nsu.ru,STUDENT,,DCS0327,student123
s94,s94@g.nsu.ru,STUDENT,,DCS0328,student123
s95,s95@g.nsu.ru,STUDENT,,DCS0329,student123
s96,s96@g.nsu.ru,STUDENT,,DCS0330,student123
s97,s97@g.nsu.ru,STUDENT,,DCS0331,student123
s98,s98@g.nsu.ru,STUDENT,,DCS0332,student123
s99,s99@g.nsu.ru,STUDENT,,DCS0333,student123
s9a,s9a@g.nsu.ru,STUDENT,,DCS0334,student123
s9b,s9b@g.nsu.ru,STUDENT,,DCS0335,student123
s9c,s9c@g.nsu.ru,STUDENT,,DCS0336,student123
s9d,s9d@g.nsu.ru,STUDENT,,DCS0337,student123
s9e,s9e@g.nsu.ru,STUDENT,,DCS0338,student123
s9f,s9f@g.nsu.ru,STUDENT,,DCS0339,student123
s9g,s9g@g.nsu.ru,STUDENT,,DCS0340,student123
s9h,s9h@g.nsu.ru,STUDENT,,DCS0341,student123
s9i,s9i@g.nsu.ru,STUDENT,,DCS0342,student123
s9j,s9j@g.nsu.ru,STUDENT,,DCS0343,student123
s9k,s9k@g.nsu.ru,STUDENT,,DCS0344,student123
s9l,s9l@g.nsu.ru,STUDENT,,DCS0345,student123
s9m,s9m@g.nsu.ru,STUDENT,,DCS0346,student123
s9n,s9n@g.nsu.ru,STUDENT,,DCS0347,student123
s9o,s9o@g.nsu.ru,STUDENT,,DCS0348,student123
s9p,s9p@g.nsu.ru,STUDENT,,DCS0349,student123
s9q,s9q@g.nsu.ru,STUDENT,,DCS0350,student123
s9r,s9r@g.nsu.ru,STUDENT,,DCS0351,student123
s9s,s9s@g.nsu.ru,STUDENT,,DCS0352,student123
s9t,s9t@g.nsu.ru,STUDENT,,DCS0353,student123
s9u,s9u@g.nsu.ru,STUDENT,,DCS0354,student123
s9v,s9v@g.nsu.ru,STUDENT,,DCS0355,student123
s9w,s9w@g.nsu.ru,STUDENT,,DCS0356,student123
s9x,s9x@g.nsu.ru,STUDENT,,DCS0357,student123
s9y,s9y@g.nsu.ru,STUDENT,,DCS0358,student123
s9z,s9z@g.nsu.ru,STUDENT,,DCS0359,student123
sa0,sa0@g.nsu.ru,STUDENT,,DCS0360,student123
sa1,sa1@g.nsu.ru,STUDENT,,DCS0361,student123
sa2,sa2@g.nsu.ru,STUDENT,,DCS0362,student123
sa3,sa3@g.nsu.ru,STUDENT,,DCS0363,student123
sa4,sa4@g.nsu.ru,STUDENT,,DCS0364,student123
sa5,sa5@g.nsu.ru,STUDENT,,DCS0365,student123
sa6,sa6@g.nsu.ru,STUDENT,,DCS0366,student123
sa7,sa7@g.nsu.ru,STUDENT,,DCS0367,student123
sa8,sa8@g.nsu.ru,STUDENT,,DCS0368,student123
sa9,sa9@g.nsu.ru,STUDENT,,DCS0369,student123
saa,saa@g.nsu.ru,STUDENT,,DCS0370,student123
sab,sab@g.nsu.ru,STUDENT,,DCS0371,student123
sac,sac@g.nsu.ru,STUDENT,,DCS0372,student123
sad,sad@g.nsu.ru,STUDENT,,DCS0373,student123
sae,sae@g.nsu.ru,STUDENT,,DCS0374,student123
saf,saf@g.nsu.ru,STUDENT,,DCS0375,student123
sag,sag@g.nsu.ru,STUDENT,,DCS0376,student123
sah,sah@g.nsu.ru,STUDENT,,DCS0377,student123
sai,sai@g.nsu.ru,STUDENT,,DCS0378,student123
saj,saj@g.nsu.ru,STUDENT,,DCS0379,student123
sak,sak@g.nsu.ru,STUDENT,,DCS0380,student123
sal,sal@g.nsu.ru,STUDENT,,DCS0381,student123
sam,sam@g.nsu.ru,STUDENT,,DCS0382,student123
san,san@g.nsu.ru,STUDENT,,DCS0383,student123
sao,sao@g.nsu.ru,STUDENT,,DCS0384,student123
sap,sap@g.nsu.ru,STUDENT,,DCS0385,student123
saq,saq@g.nsu.ru,STUDENT,,DCS0386,student123
sar,sar@g.nsu.ru,STUDENT,,DCS0387,student123
sas,sas@g.nsu.ru,STUDENT,,DCS0388,student123
sat,sat@g.nsu.ru,STUDENT,,DCS0389,student123
sau,sau@g.nsu.ru,STUDENT,,DCS0390,student123
sav,sav@g.nsu.ru,STUDENT,,DCS0391,student123
saw,saw@g.nsu.ru,STUDENT,,DCS0392,student123
sax,sax@g.nsu.ru,STUDENT,,DCS0393,student123
say,say@g.nsu.ru,STUDENT,,DCS0394,student123
saz,saz@g.nsu.ru,STUDENT,,DCS0395,student123
sb0,sb0@g.nsu.ru,STUDENT,,DCS0396,student123
sb1,sb1@g.nsu.ru,STUDENT,,DCS0397,student123
sb2,sb2@g.nsu.ru,STUDENT,,DCS0398,student123
sb3,sb3@g.nsu.ru,STUDENT,,DCS0399,student123
sb4,sb4@g.nsu.ru,STUDENT,,DCS0400,student123
sb5,sb5@g.nsu.ru,STUDENT,,DCS0401,student123
sb6,sb6@g.nsu.ru,STUDENT,,DCS0402,student123
sb7,sb7@g.nsu.ru,STUDENT,,DCS0403,student123
sb8,sb8@g.nsu.ru,STUDENT,,DCS0404,student123
sb9,sb9@g.nsu.ru,STUDENT,,DCS0405,student123
sba,sba@g.nsu.ru,STUDENT,,DCS0406,student123
sbb,sbb@g.nsu.ru,STUDENT,,DCS0407,student123
sbc,sbc@g.nsu.ru,STUDENT,,DCS0408,student123
sbd,sbd@g.nsu.ru,STUDENT,,DCS0409,student123
sbe,sbe@g.nsu.ru,STUDENT,,DCS0410,student123
sbf,sbf@g.nsu.ru,STUDENT,,DCS0411,student123
sbg,sbg@g.nsu.ru,STUDENT,,DCS0412,student123
sbh,sbh@g.nsu.ru,STUDENT,,DCS0413,student123
sbi,sbi@g.nsu.ru,STUDENT,,DCS0414,student123
sbj,sbj@g.nsu.ru,STUDENT,,DCS0415,student123
sbk,sbk@g.nsu.ru,STUDENT,,DCS0416,student123
sbl,sbl@g.nsu.ru,STUDENT,,DCS0417,student123
sbm,sbm@g.nsu.ru,STUDENT,,DCS0418,student123
sbn,sbn@g.nsu.ru,STUDENT,,DCS0419,student123
sbo,sbo@g.nsu.ru,STUDENT,,DCS0420,student123
sbp,sbp@g.nsu.ru,STUDENT,,DCS0421,student123
sbq,sbq@g.nsu.ru,STUDENT,,DCS0422,student123
sbr,sbr@g.nsu.ru,STUDENT,,DCS0423,student123
sbs,sbs@g.nsu.ru,STUDENT,,DCS0424,student123
sbt,sbt@g.nsu.ru,STUDENT,,DCS0425,student123
sbu,sbu@g.nsu.ru,STUDENT,,DCS0426,student123
sbv,sbv@g.nsu.ru,STUDENT,,DCS0427,student123
sbw,sbw@g.nsu.ru,STUDENT,,DCS0428,student123
sbx,sbx@g.nsu.ru,STUDENT,,DCS0429,student123
sby,sby@g.nsu.ru,STUDENT,,DCS0430,student123
sbz,sbz@g.nsu.ru,STUDENT,,DCS0431,student123
sc0,sc0@g.nsu.ru,STUDENT,,DCS0432,student123
sc1,sc1@g.nsu.ru,STUDENT,,DCS0433,student123
sc2,sc2@g.nsu.ru,STUDENT,,DCS0434,student123
sc3,sc3@g.nsu.ru,STUDENT,,DCS0435,student123
sc4,sc4@g.nsu.ru,STUDENT,,DCS0436,student123
sc5,sc5@g.nsu.ru,STUDENT,,DCS0437,student123
sc6,sc6@g.nsu.ru,STUDENT,,DCS0438,student123
sc7,sc7@g.nsu.ru,STUDENT,,DCS0439,student123
sc8,sc8@g.nsu.ru,STUDENT,,DCS0440,student123
sc9,sc9@g.nsu.ru,STUDENT,,DCS0441,student123
sca,sca@g.nsu.ru,STUDENT,,DCS0442,student123
scb,scb@g.nsu.ru,STUDENT,,DCS0443,student123
scc,scc@g.nsu.ru,STUDENT,,DCS0444,student123
scd,scd@g.nsu.ru,STUDENT,,DCS0445,student123
sce,sce@g.nsu.ru,STUDENT,,DCS0446,student123
scf,scf@g.nsu.ru,STUDENT,,DCS0447,student123
scg,scg@g.nsu.ru,STUDENT,,DCS0448,student123
sch,sch@g.nsu.ru,STUDENT,,DCS0449,student123
sci,sci@g.nsu.ru,STUDENT,,DCS0450,student123
scj,scj@g.nsu.ru,STUDENT,,DCS0451,student123
sck,sck@g.nsu.ru,STUDENT,,DCS0452,student123
scl,scl@g.nsu.ru,STUDENT,,DCS0453,student123
scm,scm@g.nsu.ru,STUDENT,,DCS0454,student123
scn,scn@g.nsu.ru,STUDENT,,DCS0455,student123
sco,sco@g.nsu.ru,STUDENT,,DCS0456,student123
scp,scp@g.nsu.ru,STUDENT,,DCS0457,student123
scq,scq@g.nsu.ru,STUDENT,,DCS0458,student123
scr,scr@g.nsu.ru,STUDENT,,DCS0459,student123
scs,scs@g.nsu.ru,STUDENT,,DCS0460,student123
sct,sct@g.nsu.ru,STUDENT,,DCS0461,student123
scu,scu@g.nsu.ru,STUDENT,,DCS0462,student123
scv,scv@g.nsu.ru,STUDENT,,DCS0463,student123
scw,scw@g.nsu.ru,STUDENT,,DCS0464,student123
scx,scx@g.nsu.ru,STUDENT,,DCS0465,student123
scy,scy@g.nsu.ru,STUDENT,,DCS0466,student123
scz,scz@g.nsu.ru,STUDENT,,DCS0467,student123
sd0,sd0@g.nsu.ru,STUDENT,,DCS0468,student123
sd1,sd1@g.nsu.ru,STUDENT,,DCS0469,student123
sd2,sd2@g.nsu.ru,STUDENT,,DCS0470,student123
sd3,sd3@g.nsu.ru,STUDENT,,DCS0471,student123
sd4,sd4@g.nsu.ru,STUDENT,,DCS0472,student123
sd5,sd5@g.nsu.ru,STUDENT,,DCS0473,student123
sd6,sd6@g.nsu.ru,STUDENT,,DCS0474,student123
sd7,sd7@g.nsu.ru,STUDENT,,DCS0475,student123
sd8,sd8@g.nsu.ru,STUDENT,,DCS0476,student123
sd9,sd9@g.nsu.ru,STUDENT,,DCS0477,student123
sda,sda@g.nsu.ru,STUDENT,,DCS0478,student123
sdb,sdb@g.nsu.ru,STUDENT,,DCS0479,student123
sdc,sdc@g.nsu.ru,STUDENT,,DCS0480,student123
sdd,sdd@g.nsu.ru,STUDENT,,DCS0481,student123
sde,sde@g.nsu.ru,STUDENT,,DCS0482,student123
sdf,sdf@g.nsu.ru,STUDENT,,DCS0483,student123
sdg,sdg@g.nsu.ru,STUDENT,,DCS0484,student123
sdh,sdh@g.nsu.ru,STUDENT,,DCS0485,student123
sdi,sdi@g.nsu.ru,STUDENT,,DCS0486,student123
sdj,sdj@g.nsu.ru,STUDENT,,DCS0487,student123
sdk,sdk@g.nsu.ru,STUDENT,,DCS0488,student123
sdl,sdl@g.nsu.ru,STUDENT,,DCS0489,student123
sdm,sdm@g.nsu.ru,STUDENT,,DCS0490,student123
sdn,sdn@g.nsu.ru,STUDENT,,DCS0491,student123
sdo,sdo@g.nsu.ru,STUDENT,,DCS0492,student123
sdp,sdp@g.nsu.ru,STUDENT,,DCS0493,student123
sdq,sdq@g.nsu.ru,STUDENT,,DCS0494,student123
sdr,sdr@g.nsu.ru,STUDENT,,DCS0495,student123
sds,sds@g.nsu.ru,STUDENT,,DCS0496,student123
sdt,sdt@g.nsu.ru,STUDENT,,DCS0497,student123
sdu,sdu@g.nsu.ru,STUDENT,,DCS0498,student123
sdv,sdv@g.nsu.ru,STUDENT,,DCS0499,student123
sdw,sdw@g.nsu.ru,STUDENT,,DCS0500,student123
sdx,sdx@g.nsu.ru,STUDENT,,DCS0501,student123
sdy,sdy@g.nsu.ru,STUDENT,,DCS0502,student123
sdz,sdz@g.nsu.ru,STUDENT,,DCS0503,student123
se0,se0@g.nsu.ru,STUDENT,,DCS0504,student123
se1,se1@g.nsu.ru,STUDENT,,DCS0505,student123
se2,se2@g.nsu.ru,STUDENT,,DCS0506,student123
se3,se3@g.nsu.ru,STUDENT,,DCS0507,student123
se4,se4@g.nsu.ru,STUDENT,,DCS0508,student123
se5,se5@g.nsu.ru,STUDENT,,DCS0509,student123
se6,se6@g.nsu.ru,STUDENT,,DCS0510,student123
se7,se7@g.nsu.ru,STUDENT,,DCS0511,student123
se8,se8@g.nsu.ru,STUDENT,,DCS0512,student123
se9,se9@g.nsu.ru,STUDENT,,DCS0513,student123
sea,sea@g.nsu.ru,STUDENT,,DCS0514,student123
seb,seb@g.nsu.ru,STUDENT,,DCS0515,student123
sec,sec@g.nsu.ru,STUDENT,,DCS0516,student123
sed,sed@g.nsu.ru,STUDENT,,DCS0517,student123
see,see@g.nsu.ru,STUDENT,,DCS0518,student123
sef,sef@g.nsu.ru,STUDENT,,DCS0519,student123
seg,seg@g.nsu.ru,STUDENT,,DCS0520,student123
seh,seh@g.nsu.ru,STUDENT,,DCS0521,student123
sei,sei@g.nsu.ru,STUDENT,,DCS0522,student123
sej,sej@g.nsu.ru,STUDENT,,DCS0523,student123
sek,sek@g.nsu.ru,STUDENT,,DCS0524,student123
sel,sel@g.nsu.ru,STUDENT,,DCS0525,student123
sem,sem@g.nsu.ru,STUDENT,,DCS0526,student123
sen,sen@g.nsu.ru,STUDENT,,DCS0527,student123
seo,seo@g.nsu.ru,STUDENT,,DCS0528,student123
sep,sep@g.nsu.ru,STUDENT,,DCS0529,student123
seq,seq@g.nsu.ru,STUDENT,,DCS0530,student123
ser,ser@g.nsu.ru,STUDENT,,DCS0531,student123
ses,ses@g.nsu.ru,STUDENT,,DCS0532,student123
set,set@g.nsu.ru,STUDENT,,DCS0533,student123
seu,seu@g.nsu.ru,STUDENT,,DCS0534,student123
sev,sev@g.nsu.ru,STUDENT,,DCS0535,student123
sew,sew@g.nsu.ru,STUDENT,,DCS0536,student123
sex,sex@g.nsu.ru,STUDENT,,DCS0537,student123
sey,sey@g.nsu.ru,STUDENT,,DCS0538,student123
sez,sez@g.nsu.ru,STUDENT,,DCS0539,student123
sf0,sf0@g.nsu.ru,STUDENT,,DCS0540,student123
sf1,sf1@g.nsu.ru,STUDENT,,DCS0541,student123
sf2,sf2@g.nsu.ru,STUDENT,,DCS0542,student123
sf3,sf3@g.nsu.ru,STUDENT,,DCS0543,student123
sf4,sf4@g.nsu.ru,STUDENT,,DCS0544,student123
sf5,sf5@g.nsu.ru,STUDENT,,DCS0545,student123
sf6,sf6@g.nsu.ru,STUDENT,,DCS0546,student123
sf7,sf7@g.nsu.ru,STUDENT,,DCS0547,student123
sf8,sf8@g.nsu.ru,STUDENT,,DCS0548,student123
